,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,GAME_DATE_EST,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,HOME,OPP_RANK,PL_RATING,OPP_RATING
35,42100402,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,32:11,9.0,21.0,0.429,5.0,12.0,0.417,6.0,7.0,0.857,0.0,6.0,6.0,4.0,3.0,0.0,2.0,2.0,29.0,24.0,2022-06-05,Final,1610612744,1610612738,2021,1610612744,107.0,0.453,0.7,0.405,25.0,42.0,1610612738,88.0,0.375,0.765,0.405,24.0,43.0,1,1,0.6,26.4,103.6
36,42100401,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,38:15,12.0,25.0,0.48,7.0,14.0,0.5,3.0,4.0,0.75,0.0,5.0,5.0,5.0,3.0,0.0,2.0,3.0,34.0,-9.0,2022-06-02,Final,1610612744,1610612738,2021,1610612744,108.0,0.443,0.733,0.422,24.0,39.0,1610612738,120.0,0.506,0.813,0.512,33.0,39.0,0,1,0.6,23.8,100.2
37,42100315,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,34:49,5.0,17.0,0.294,2.0,7.0,0.286,3.0,3.0,1.0,0.0,3.0,3.0,9.0,3.0,1.0,2.0,2.0,15.0,11.0,2022-05-26,Final,1610612744,1610612742,2021,1610612744,120.0,0.511,1.0,0.389,36.0,51.0,1610612742,110.0,0.451,0.76,0.405,22.0,34.0,1,1,0.25,26.6,109.2
38,42100314,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,32:33,7.0,16.0,0.438,2.0,5.0,0.4,4.0,5.0,0.8,0.0,5.0,5.0,8.0,1.0,0.0,2.0,2.0,20.0,-23.0,2022-05-24,Final,1610612742,1610612744,2021,1610612742,119.0,0.5,0.773,0.465,30.0,45.0,1610612744,109.0,0.488,0.654,0.357,26.0,42.0,1,0,0.25,25.4,108.0
39,42100313,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,39:01,10.0,20.0,0.5,5.0,10.0,0.5,6.0,6.0,1.0,1.0,4.0,5.0,11.0,0.0,0.0,3.0,5.0,31.0,19.0,2022-05-22,Final,1610612742,1610612744,2021,1610612742,100.0,0.4,0.794,0.289,18.0,33.0,1610612744,109.0,0.469,0.88,0.344,28.0,47.0,0,0,0.25,25.6,104.0
40,42100312,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:01,11.0,21.0,0.524,6.0,10.0,0.6,4.0,4.0,1.0,0.0,8.0,8.0,5.0,0.0,0.0,3.0,4.0,32.0,15.0,2022-05-20,Final,1610612744,1610612742,2021,1610612744,126.0,0.561,0.8,0.5,33.0,43.0,1610612742,117.0,0.474,0.759,0.467,22.0,30.0,1,1,0.25,25.2,102.8
41,42100311,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,30:44,7.0,16.0,0.438,3.0,9.0,0.333,4.0,7.0,0.571,2.0,10.0,12.0,4.0,1.0,1.0,3.0,3.0,21.0,23.0,2022-05-18,Final,1610612744,1610612742,2021,1610612744,112.0,0.561,0.625,0.345,24.0,51.0,1610612742,87.0,0.36,0.667,0.229,14.0,35.0,1,1,0.25,26.4,106.0
42,42100236,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,40:13,10.0,27.0,0.37,6.0,17.0,0.353,3.0,4.0,0.75,0.0,7.0,7.0,5.0,1.0,2.0,3.0,3.0,29.0,16.0,2022-05-13,Final,1610612744,1610612763,2021,1610612744,110.0,0.394,0.727,0.377,24.0,70.0,1610612763,96.0,0.354,0.65,0.417,21.0,44.0,1,1,0.25,25.4,113.2
43,42100235,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,25:00,4.0,10.0,0.4,3.0,8.0,0.375,3.0,4.0,0.75,0.0,3.0,3.0,4.0,0.0,0.0,2.0,1.0,14.0,-37.0,2022-05-11,Final,1610612763,1610612744,2021,1610612763,134.0,0.475,0.733,0.439,37.0,55.0,1610612744,95.0,0.45,0.692,0.359,22.0,37.0,1,0,0.25,28.6,109.2
44,42100234,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,37:42,10.0,25.0,0.4,4.0,14.0,0.286,8.0,9.0,0.889,0.0,5.0,5.0,8.0,1.0,0.0,3.0,3.0,32.0,6.0,2022-05-09,Final,1610612744,1610612763,2021,1610612744,101.0,0.4,0.909,0.243,25.0,54.0,1610612763,98.0,0.417,0.6,0.257,25.0,48.0,1,1,0.25,28.8,111.8
