,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,HOME,OPP_RANK,PL_RATING,OPP_RATING,WON
293,36:06,10.0,17.0,0.588,4.0,5.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,24.0,6.0,2010,95.0,0.422,0.7140000000000001,0.313,19.0,50.0,96.0,0.494,0.625,0.417,16.0,39.0,0,0,0.4,10.2,89.4,1
294,28:58,4.0,13.0,0.308,0.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,12.0,0.0,0.0,3.0,2.0,9.0,-1.0,2010,103.0,0.512,0.583,0.421,31.0,44.0,93.0,0.446,0.733,0.3329999999999999,22.0,43.0,1,0,0.677,16.2,90.4,0
295,28:20,5.0,13.0,0.385,4.0,6.0,0.667,3.0,3.0,1.0,0.0,5.0,5.0,8.0,1.0,0.0,2.0,5.0,17.0,18.0,2010,110.0,0.47,0.81,0.652,31.0,44.0,95.0,0.4320000000000001,0.75,0.235,25.0,54.0,1,1,0.281,14.6,85.8,1
296,29:18,2.0,15.0,0.133,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,11.0,0.0,0.0,2.0,2.0,4.0,7.0,2010,109.0,0.482,0.905,0.455,31.0,32.0,102.0,0.423,0.75,0.278,27.0,53.0,1,1,0.618,20.2,96.0,1
297,10:51,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,-15.0,2010,111.0,0.512,0.722,0.462,31.0,41.0,94.0,0.451,0.727,0.522,24.0,45.0,1,0,0.633,24.2,105.6,0
298,41:33,8.0,16.0,0.5,3.0,5.0,0.6,2.0,2.0,1.0,1.0,5.0,6.0,4.0,2.0,0.0,6.0,2.0,21.0,-2.0,2010,105.0,0.4479999999999999,0.741,0.35,22.0,45.0,100.0,0.467,0.462,0.5,24.0,44.0,1,0,0.688,25.2,101.0,0
299,45:51,14.0,20.0,0.7,4.0,7.0,0.5710000000000001,7.0,7.0,1.0,0.0,1.0,1.0,6.0,2.0,1.0,5.0,5.0,39.0,-9.0,2010,114.0,0.435,0.925,0.25,25.0,47.0,109.0,0.452,0.857,0.35,20.0,44.0,1,0,0.563,21.6,105.0,0
300,34:09,4.0,10.0,0.4,1.0,3.0,0.3329999999999999,0.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,0.0,4.0,4.0,9.0,-6.0,2010,101.0,0.5,0.588,0.5,27.0,31.0,107.0,0.5479999999999999,0.955,0.3329999999999999,25.0,37.0,0,1,0.636,23.2,118.4,0
301,40:06,13.0,22.0,0.591,3.0,6.0,0.5,3.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,5.0,2.0,32.0,-14.0,2010,98.0,0.471,0.611,0.278,20.0,44.0,118.0,0.462,0.871,0.3329999999999999,31.0,50.0,0,1,0.633,19.4,107.6,0
302,27:33,6.0,10.0,0.6,2.0,3.0,0.667,6.0,7.0,0.857,0.0,3.0,3.0,7.0,3.0,0.0,1.0,5.0,20.0,16.0,2010,94.0,0.395,0.8059999999999999,0.278,19.0,55.0,104.0,0.506,0.706,0.667,26.0,32.0,0,0,0.212,21.2,106.8,1
303,30:18,8.0,13.0,0.615,4.0,5.0,0.8,6.0,6.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,3.0,5.0,26.0,-1.0,2010,116.0,0.525,0.828,0.5329999999999999,24.0,33.0,111.0,0.488,0.87,0.45,28.0,44.0,1,0,0.484,20.2,91.8,0
304,35:33,8.0,19.0,0.421,0.0,2.0,0.0,5.0,5.0,1.0,0.0,4.0,4.0,6.0,4.0,0.0,1.0,6.0,21.0,-11.0,2010,111.0,0.484,0.765,0.5,26.0,43.0,101.0,0.467,0.667,0.263,14.0,38.0,1,0,0.606,17.4,101.4,0
305,40:36,8.0,21.0,0.381,1.0,6.0,0.1669999999999999,0.0,0.0,0.0,1.0,6.0,7.0,5.0,3.0,0.0,2.0,3.0,17.0,-19.0,2010,89.0,0.402,0.813,0.231,16.0,38.0,106.0,0.467,0.923,0.5710000000000001,24.0,47.0,0,1,0.625,17.4,104.4,0
306,24:09,5.0,10.0,0.5,1.0,3.0,0.3329999999999999,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0,3.0,13.0,-26.0,2010,117.0,0.557,0.8,0.409,32.0,46.0,89.0,0.352,0.846,0.15,16.0,43.0,1,0,0.8059999999999999,19.8,112.2,0
307,42:12,9.0,21.0,0.429,3.0,6.0,0.5,8.0,9.0,0.889,0.0,5.0,5.0,8.0,1.0,0.0,4.0,4.0,29.0,-3.0,2010,119.0,0.516,0.706,0.542,24.0,33.0,125.0,0.5710000000000001,0.8440000000000001,0.435,31.0,43.0,0,1,0.375,20.8,109.4,0
308,29:30,7.0,14.0,0.5,2.0,3.0,0.667,5.0,5.0,1.0,0.0,5.0,5.0,4.0,2.0,0.0,3.0,6.0,21.0,15.0,2010,101.0,0.424,0.815,0.389,22.0,44.0,97.0,0.446,0.667,0.368,22.0,42.0,1,1,0.344,18.6,98.0,1
309,30:02,3.0,14.0,0.214,0.0,3.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,7.0,-12.0,2010,79.0,0.337,0.81,0.375,15.0,58.0,72.0,0.341,0.6,0.455,18.0,42.0,1,0,0.4,21.2,98.4,0
310,30:58,7.0,18.0,0.389,2.0,5.0,0.4,1.0,2.0,0.5,0.0,3.0,3.0,6.0,5.0,0.0,5.0,2.0,17.0,-13.0,2010,120.0,0.5479999999999999,0.913,0.368,29.0,46.0,90.0,0.411,0.7140000000000001,0.304,20.0,39.0,1,0,0.433,21.0,104.4,0
311,45:03,11.0,20.0,0.55,1.0,1.0,1.0,2.0,3.0,0.667,0.0,6.0,6.0,8.0,2.0,1.0,2.0,4.0,25.0,6.0,2010,117.0,0.4679999999999999,0.884,0.226,17.0,41.0,122.0,0.528,0.7190000000000001,0.5,23.0,36.0,0,0,0.375,21.0,100.6,1
312,36:27,12.0,21.0,0.5710000000000001,2.0,4.0,0.5,8.0,8.0,1.0,2.0,3.0,5.0,4.0,3.0,0.0,5.0,2.0,34.0,13.0,2010,102.0,0.4579999999999999,0.815,0.286,19.0,32.0,109.0,0.527,0.813,0.313,19.0,42.0,0,0,0.485,18.0,100.8,1
313,28:59,3.0,12.0,0.25,0.0,3.0,0.0,4.0,4.0,1.0,1.0,3.0,4.0,6.0,2.0,0.0,2.0,4.0,10.0,-3.0,2010,102.0,0.451,0.679,0.529,27.0,46.0,97.0,0.429,0.826,0.261,19.0,46.0,1,0,0.344,18.4,92.6,0
314,32:59,7.0,17.0,0.412,1.0,4.0,0.25,5.0,5.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,5.0,5.0,20.0,8.0,2010,85.0,0.376,0.591,0.143,16.0,52.0,78.0,0.395,0.7140000000000001,0.214,18.0,46.0,1,1,0.563,16.6,101.8,1
315,26:53,7.0,9.0,0.778,1.0,3.0,0.3329999999999999,1.0,3.0,0.3329999999999999,0.0,2.0,2.0,6.0,2.0,0.0,2.0,2.0,16.0,17.0,2010,109.0,0.531,0.529,0.583,32.0,46.0,91.0,0.386,0.688,0.278,17.0,40.0,1,1,0.4379999999999999,16.8,94.4,1
316,39:04,9.0,16.0,0.563,3.0,6.0,0.5,4.0,4.0,1.0,1.0,1.0,2.0,11.0,0.0,1.0,5.0,4.0,25.0,4.0,2010,132.0,0.5539999999999999,0.846,0.4,25.0,45.0,128.0,0.471,0.8079999999999999,0.25,24.0,39.0,1,1,0.606,15.0,99.0,1
317,30,8.0,19.0,0.421,0.0,5.0,0.0,3.0,4.0,0.75,1.0,4.0,5.0,3.0,1.0,0.0,5.0,2.0,19.0,,2010,120.0,0.56,0.727,0.588,30.0,37.0,99.0,0.436,0.8,0.071,22.0,48.0,1,0,0.8059999999999999,14.2,92.0,0
318,24,5.0,13.0,0.385,1.0,6.0,0.1669999999999999,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,12.0,,2010,92.0,0.3779999999999999,0.792,0.208,17.0,56.0,87.0,0.33,0.727,0.192,14.0,60.0,1,0,0.636,15.4,94.6,0
319,33,4.0,12.0,0.3329999999999999,1.0,4.0,0.25,2.0,4.0,0.5,1.0,1.0,2.0,6.0,4.0,0.0,6.0,2.0,11.0,,2010,100.0,0.444,0.706,0.211,22.0,48.0,78.0,0.377,0.767,0.214,19.0,41.0,1,1,0.618,21.6,105.6,1
320,36,6.0,12.0,0.5,2.0,3.0,0.667,3.0,3.0,1.0,1.0,6.0,7.0,11.0,1.0,0.0,8.0,3.0,17.0,,2010,118.0,0.5379999999999999,0.7929999999999999,0.529,26.0,39.0,105.0,0.5,0.8,0.389,27.0,38.0,1,0,0.618,21.6,100.0,0
321,23,6.0,11.0,0.545,1.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,5.0,3.0,1.0,0.0,6.0,5.0,16.0,,2010,116.0,0.481,0.8370000000000001,0.375,19.0,46.0,97.0,0.422,0.833,0.1669999999999999,16.0,33.0,1,0,0.452,23.4,98.0,0
322,31,6.0,14.0,0.429,1.0,5.0,0.2,2.0,2.0,1.0,1.0,6.0,7.0,3.0,2.0,0.0,3.0,0.0,15.0,,2010,95.0,0.412,0.7859999999999999,0.15,17.0,54.0,86.0,0.341,0.737,0.435,21.0,50.0,1,1,0.452,26.2,102.4,1
323,26,6.0,7.0,0.857,3.0,3.0,1.0,3.0,3.0,1.0,0.0,4.0,4.0,6.0,2.0,1.0,5.0,3.0,18.0,,2010,127.0,0.557,0.893,0.667,28.0,49.0,87.0,0.3779999999999999,0.5479999999999999,0.32,21.0,40.0,1,1,0.4379999999999999,28.0,102.8,1
324,48:00,13.0,25.0,0.52,4.0,6.0,0.667,12.0,12.0,1.0,3.0,6.0,9.0,8.0,2.0,1.0,2.0,0.0,42.0,6.0,2009,116.0,0.506,0.75,0.385,32.0,43.0,122.0,0.5,0.71,0.4,22.0,40.0,0,0,0.625,25.0,92.4,1
325,40:40,5.0,15.0,0.3329999999999999,1.0,4.0,0.25,6.0,6.0,1.0,1.0,4.0,5.0,6.0,2.0,0.0,2.0,4.0,17.0,-14.0,2009,94.0,0.381,0.821,0.304,20.0,35.0,103.0,0.482,0.8,0.278,29.0,61.0,0,1,0.5760000000000001,27.4,114.0,0
326,34:34,9.0,16.0,0.563,3.0,6.0,0.5,4.0,6.0,0.667,1.0,6.0,7.0,7.0,1.0,0.0,4.0,2.0,25.0,3.0,2009,120.0,0.506,0.7879999999999999,0.5710000000000001,25.0,43.0,117.0,0.423,0.833,0.429,25.0,55.0,1,1,0.121,25.4,113.2,1
327,41:13,10.0,19.0,0.526,5.0,10.0,0.5,4.0,4.0,1.0,0.0,9.0,9.0,4.0,3.0,0.0,3.0,5.0,29.0,0.0,2009,107.0,0.506,0.667,0.25,23.0,55.0,104.0,0.402,0.762,0.4379999999999999,19.0,39.0,1,0,0.258,22.6,93.6,0
328,44:15,12.0,22.0,0.545,3.0,5.0,0.6,0.0,0.0,0.0,2.0,6.0,8.0,14.0,7.0,0.0,4.0,4.0,27.0,5.0,2009,107.0,0.481,0.7040000000000001,0.5,25.0,36.0,116.0,0.561,0.889,0.5,33.0,39.0,0,0,0.1939999999999999,20.8,100.4,1
329,33:21,10.0,21.0,0.476,3.0,6.0,0.5,4.0,4.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,2.0,27.0,-21.0,2009,112.0,0.518,0.8,0.444,22.0,52.0,94.0,0.3929999999999999,0.913,0.35,16.0,31.0,1,0,0.2,18.8,94.6,0
330,44:14,10.0,23.0,0.435,5.0,11.0,0.455,4.0,6.0,0.667,1.0,7.0,8.0,12.0,3.0,2.0,5.0,4.0,29.0,5.0,2009,112.0,0.391,0.8220000000000001,0.25,15.0,55.0,113.0,0.477,0.72,0.5,31.0,40.0,0,0,0.375,19.0,107.0,1
331,29:23,7.0,21.0,0.3329999999999999,1.0,5.0,0.2,0.0,0.0,0.0,1.0,3.0,4.0,10.0,1.0,0.0,2.0,1.0,15.0,-4.0,2009,128.0,0.574,0.684,0.3329999999999999,26.0,40.0,117.0,0.483,0.8420000000000001,0.441,30.0,44.0,1,1,0.4,18.8,101.0,1
332,33:37,6.0,16.0,0.375,1.0,4.0,0.25,2.0,3.0,0.667,1.0,1.0,2.0,6.0,0.0,0.0,4.0,5.0,15.0,-16.0,2009,128.0,0.529,0.737,0.421,37.0,57.0,104.0,0.36,0.857,0.154,13.0,35.0,1,0,0.5760000000000001,17.6,107.0,0
333,39:52,8.0,15.0,0.5329999999999999,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,1.0,0.0,3.0,5.0,18.0,17.0,2009,103.0,0.3779999999999999,0.8440000000000001,0.308,19.0,53.0,121.0,0.534,0.826,0.444,25.0,38.0,0,0,0.258,,97.0,1
334,36:52,6.0,16.0,0.375,3.0,5.0,0.6,2.0,2.0,1.0,0.0,7.0,7.0,6.0,2.0,0.0,7.0,1.0,17.0,-5.0,2009,90.0,0.3329999999999999,0.933,0.276,18.0,59.0,111.0,0.484,0.7,0.5329999999999999,34.0,52.0,0,1,0.613,,100.0,0
335,40:23,12.0,19.0,0.632,4.0,6.0,0.667,2.0,2.0,1.0,1.0,4.0,5.0,11.0,4.0,0.0,7.0,3.0,30.0,27.0,2009,128.0,0.545,0.815,0.417,30.0,45.0,110.0,0.456,0.758,0.231,19.0,41.0,1,1,0.313,,106.2,1
336,33:55,6.0,15.0,0.4,2.0,5.0,0.4,0.0,0.0,0.0,1.0,3.0,4.0,8.0,4.0,0.0,1.0,4.0,14.0,-8.0,2009,131.0,0.5,0.8109999999999999,0.3329999999999999,24.0,35.0,133.0,0.536,0.769,0.565,29.0,50.0,0,1,0.6,,114.2,0
337,25:20,4.0,10.0,0.4,1.0,3.0,0.3329999999999999,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,1.0,2.0,2.0,9.0,-4.0,2009,123.0,0.5,0.833,0.556,23.0,54.0,107.0,0.484,0.846,0.286,20.0,37.0,1,0,0.313,,107.2,0
338,,,,,,,,,,,,,,,,,,,,,2009,147.0,0.6459999999999999,0.531,0.3329999999999999,39.0,53.0,116.0,0.484,0.762,0.375,25.0,29.0,1,0,0.645,,98.0,0
339,,,,,,,,,,,,,,,,,,,,,2009,131.0,0.54,0.923,0.481,32.0,32.0,121.0,0.512,0.765,0.3329999999999999,28.0,39.0,1,1,0.679,23.2,105.4,1
340,33:50,11.0,19.0,0.579,5.0,9.0,0.556,2.0,2.0,1.0,0.0,5.0,5.0,9.0,1.0,0.0,0.0,4.0,29.0,-9.0,2009,121.0,0.48,0.923,0.433,29.0,25.0,124.0,0.56,0.81,0.3,25.0,56.0,0,1,0.833,23.6,99.8,0
341,42:21,13.0,21.0,0.619,5.0,8.0,0.625,4.0,4.0,1.0,2.0,4.0,6.0,10.0,4.0,1.0,2.0,1.0,35.0,6.0,2009,124.0,0.474,0.818,0.593,22.0,42.0,112.0,0.5660000000000001,0.7829999999999999,0.5,31.0,39.0,1,1,0.375,18.4,98.4,1
342,33:03,6.0,15.0,0.4,2.0,7.0,0.286,1.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,0.0,4.0,5.0,15.0,-10.0,2009,105.0,0.475,0.905,0.385,19.0,36.0,110.0,0.419,0.838,0.467,20.0,53.0,0,1,0.625,19.0,101.8,0
343,33:59,5.0,13.0,0.385,2.0,4.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0,4.0,2.0,12.0,-14.0,2009,135.0,0.5870000000000001,0.708,0.455,38.0,44.0,131.0,0.588,0.857,0.52,26.0,23.0,1,0,0.679,22.0,96.6,0
344,48:00,8.0,23.0,0.348,4.0,8.0,0.5,5.0,6.0,0.833,2.0,3.0,5.0,4.0,0.0,0.0,3.0,1.0,25.0,-11.0,2009,101.0,0.46,0.727,0.25,24.0,60.0,90.0,0.382,0.632,0.435,18.0,36.0,1,0,0.344,23.0,89.6,0
345,48:00,11.0,19.0,0.579,5.0,9.0,0.556,4.0,4.0,1.0,1.0,4.0,5.0,11.0,2.0,0.0,7.0,1.0,31.0,-5.0,2009,127.0,0.53,0.75,0.5,27.0,47.0,122.0,0.5,0.8059999999999999,0.423,29.0,39.0,1,0,0.677,20.2,107.0,0
346,32:11,3.0,12.0,0.25,1.0,2.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,7.0,2.0,0.0,5.0,2.0,9.0,-25.0,2009,117.0,0.522,0.75,0.238,17.0,58.0,90.0,0.4270000000000001,0.667,0.435,21.0,29.0,1,0,0.7809999999999999,24.8,105.2,0
347,43:27,7.0,17.0,0.412,3.0,8.0,0.375,1.0,1.0,1.0,0.0,2.0,2.0,8.0,2.0,0.0,3.0,5.0,18.0,1.0,2009,110.0,0.494,0.677,0.357,23.0,50.0,106.0,0.512,0.529,0.29,22.0,35.0,1,0,0.5670000000000001,23.8,86.0,0
348,48:00,11.0,25.0,0.44,3.0,6.0,0.5,2.0,3.0,0.667,1.0,4.0,5.0,4.0,1.0,0.0,5.0,4.0,27.0,7.0,2009,95.0,0.412,0.6,0.3229999999999999,25.0,46.0,88.0,0.43,0.423,0.375,16.0,57.0,1,1,0.633,23.2,97.6,1
349,41:39,11.0,19.0,0.579,2.0,5.0,0.4,6.0,6.0,1.0,1.0,6.0,7.0,13.0,2.0,1.0,2.0,1.0,30.0,-24.0,2009,112.0,0.417,0.88,0.417,22.0,46.0,127.0,0.511,0.607,0.593,29.0,56.0,0,1,0.636,19.4,109.6,0
350,37:59,8.0,22.0,0.364,1.0,8.0,0.125,0.0,1.0,0.0,1.0,5.0,6.0,5.0,0.0,0.0,2.0,2.0,17.0,-17.0,2009,102.0,0.379,0.81,0.3939999999999999,21.0,48.0,110.0,0.482,0.826,0.45,28.0,50.0,0,1,0.419,23.2,97.2,0
351,45:25,13.0,18.0,0.722,1.0,3.0,0.3329999999999999,5.0,5.0,1.0,2.0,7.0,9.0,3.0,1.0,0.0,5.0,3.0,32.0,5.0,2009,108.0,0.536,0.7140000000000001,0.25,21.0,40.0,104.0,0.455,0.679,0.3329999999999999,23.0,43.0,1,1,0.677,21.8,93.0,1
352,39:00,4.0,9.0,0.444,3.0,6.0,0.5,2.0,2.0,1.0,1.0,5.0,6.0,7.0,3.0,0.0,10.0,1.0,13.0,0.0,2009,89.0,0.3720000000000001,0.92,0.381,21.0,48.0,100.0,0.4270000000000001,0.667,0.381,32.0,48.0,0,1,0.5760000000000001,23.8,101.6,0
353,39:37,10.0,15.0,0.667,1.0,4.0,0.25,3.0,3.0,1.0,1.0,5.0,6.0,15.0,3.0,0.0,3.0,2.0,24.0,36.0,2009,130.0,0.515,0.857,0.5,30.0,48.0,98.0,0.422,0.708,0.278,25.0,50.0,1,1,0.25,20.2,103.8,1
354,43:38,5.0,21.0,0.238,1.0,10.0,0.1,0.0,0.0,0.0,0.0,10.0,10.0,8.0,1.0,0.0,4.0,5.0,11.0,-4.0,2009,104.0,0.447,0.71,0.273,21.0,53.0,94.0,0.417,0.737,0.37,24.0,36.0,1,0,0.833,20.8,101.6,0
355,45:47,11.0,22.0,0.5,7.0,11.0,0.636,7.0,8.0,0.875,0.0,10.0,10.0,13.0,3.0,0.0,6.0,4.0,36.0,35.0,2009,132.0,0.62,0.75,0.591,36.0,42.0,102.0,0.42,0.8079999999999999,0.467,22.0,36.0,1,1,0.258,16.4,91.2,1
356,48:00,9.0,20.0,0.45,1.0,5.0,0.2,6.0,6.0,1.0,0.0,2.0,2.0,9.0,2.0,0.0,3.0,4.0,25.0,-10.0,2009,117.0,0.494,0.862,0.4,28.0,40.0,127.0,0.521,0.8909999999999999,0.545,33.0,39.0,0,1,0.613,15.8,105.6,0
357,27:05,9.0,15.0,0.6,3.0,7.0,0.429,2.0,3.0,0.667,0.0,1.0,1.0,4.0,2.0,0.0,3.0,3.0,23.0,2.0,2009,95.0,0.42,0.619,0.348,23.0,48.0,104.0,0.422,0.917,0.429,22.0,49.0,0,1,0.121,14.2,101.6,0
358,26:54,1.0,6.0,0.1669999999999999,0.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,6.0,-8.0,2009,110.0,0.544,0.905,0.294,32.0,31.0,101.0,0.494,0.7040000000000001,0.375,13.0,40.0,1,0,0.613,18.4,109.2,0
359,29:52,6.0,18.0,0.3329999999999999,2.0,5.0,0.4,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,14.0,-22.0,2009,119.0,0.5,0.8390000000000001,0.318,22.0,57.0,97.0,0.418,0.6,0.25,23.0,35.0,1,0,0.636,20.6,99.8,0
360,35:52,4.0,10.0,0.4,2.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,4.0,5.0,1.0,0.0,5.0,2.0,14.0,-18.0,2009,112.0,0.513,0.732,0.4,17.0,45.0,104.0,0.4679999999999999,0.828,0.462,25.0,31.0,1,0,0.121,24.2,92.8,0
361,41:00,8.0,15.0,0.5329999999999999,2.0,4.0,0.5,4.0,4.0,1.0,0.0,1.0,1.0,9.0,3.0,0.0,1.0,3.0,22.0,0.0,2009,110.0,0.529,0.586,0.158,27.0,32.0,121.0,0.506,0.7440000000000001,0.556,25.0,48.0,0,1,0.344,22.8,99.0,0
362,40:39,7.0,13.0,0.5379999999999999,1.0,3.0,0.3329999999999999,0.0,0.0,0.0,0.0,5.0,5.0,8.0,3.0,0.0,5.0,4.0,15.0,-5.0,2009,110.0,0.506,0.722,0.35,31.0,31.0,123.0,0.523,0.931,0.353,18.0,46.0,0,1,0.679,25.0,101.4,0
363,44:42,10.0,22.0,0.455,3.0,10.0,0.3,4.0,5.0,0.8,1.0,8.0,9.0,6.0,3.0,0.0,1.0,3.0,27.0,9.0,2009,99.0,0.38,0.758,0.267,17.0,68.0,96.0,0.319,0.762,0.174,14.0,49.0,1,0,0.25,23.2,90.8,0
364,40:26,10.0,25.0,0.4,4.0,9.0,0.444,1.0,1.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,4.0,25.0,-10.0,2009,112.0,0.435,0.879,0.3329999999999999,16.0,51.0,103.0,0.436,0.867,0.348,15.0,44.0,1,0,0.6,20.0,108.0,0
365,48:00,11.0,21.0,0.524,3.0,7.0,0.429,7.0,8.0,0.875,0.0,2.0,2.0,7.0,4.0,0.0,2.0,4.0,32.0,32.0,2009,111.0,0.519,0.8059999999999999,0.3329999999999999,24.0,44.0,79.0,0.356,0.75,0.273,17.0,41.0,1,1,0.469,17.8,93.2,1
366,48:47,6.0,17.0,0.353,3.0,8.0,0.375,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,0.0,3.0,2.0,15.0,-2.0,2009,118.0,0.4320000000000001,0.8440000000000001,0.31,27.0,44.0,123.0,0.477,0.698,0.474,18.0,55.0,0,1,0.636,17.2,107.6,0
367,43:28,9.0,18.0,0.5,5.0,8.0,0.625,3.0,3.0,1.0,2.0,8.0,10.0,6.0,1.0,1.0,5.0,4.0,26.0,21.0,2009,114.0,0.442,0.6559999999999999,0.409,21.0,57.0,97.0,0.365,0.667,0.5,19.0,53.0,1,1,0.4379999999999999,15.2,108.0,1
368,48:00,7.0,17.0,0.412,1.0,4.0,0.25,3.0,3.0,1.0,0.0,6.0,6.0,4.0,6.0,1.0,4.0,6.0,18.0,-9.0,2009,104.0,0.471,0.7040000000000001,0.278,20.0,42.0,113.0,0.4579999999999999,0.795,0.286,25.0,51.0,0,1,0.455,16.8,96.0,0
369,32:34,3.0,10.0,0.3,3.0,5.0,0.6,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,4.0,1.0,9.0,-12.0,2009,102.0,0.429,0.7809999999999999,0.4579999999999999,20.0,29.0,115.0,0.56,0.885,0.5,26.0,42.0,0,1,0.5670000000000001,16.8,96.0,0
370,36:07,8.0,15.0,0.5329999999999999,1.0,2.0,0.5,4.0,5.0,0.8,0.0,7.0,7.0,5.0,1.0,1.0,2.0,4.0,21.0,1.0,2009,114.0,0.424,0.8420000000000001,0.667,19.0,38.0,117.0,0.531,0.75,0.389,26.0,46.0,0,1,0.8390000000000001,15.6,101.2,0
371,34:08,5.0,10.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,4.0,1.0,0.0,2.0,3.0,12.0,5.0,2009,108.0,0.481,0.879,0.273,21.0,39.0,101.0,0.44,0.84,0.261,23.0,47.0,1,1,0.25,13.2,104.0,1
372,30:11,7.0,11.0,0.636,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,6.0,16.0,11.0,2009,101.0,0.44,0.7879999999999999,0.111,18.0,50.0,107.0,0.46,0.828,0.231,21.0,43.0,0,0,0.1939999999999999,12.6,101.6,1
373,40:18,10.0,13.0,0.769,6.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,3.0,0.0,2.0,3.0,26.0,-1.0,2009,123.0,0.511,0.8059999999999999,0.429,22.0,46.0,122.0,0.5529999999999999,0.87,0.471,22.0,34.0,1,0,0.636,10.8,100.6,0
374,29:00,4.0,10.0,0.4,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,9.0,-6.0,2009,105.0,0.486,0.8240000000000001,0.3329999999999999,17.0,43.0,89.0,0.43,0.75,0.25,14.0,36.0,1,0,0.625,11.8,97.2,0
375,23:20,6.0,10.0,0.6,0.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,4.0,3.0,15.0,-7.0,2009,124.0,0.483,0.889,0.364,27.0,42.0,118.0,0.5539999999999999,0.7140000000000001,0.4,31.0,38.0,1,0,0.833,14.2,101.2,0
376,10:41,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,-16.0,2009,103.0,0.46,0.655,0.308,21.0,43.0,99.0,0.5,0.667,0.263,28.0,44.0,1,1,0.848,15.8,99.6,1
377,26:33,4.0,10.0,0.4,3.0,4.0,0.75,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,4.0,13.0,6.0,2009,132.0,0.5710000000000001,0.865,0.364,26.0,40.0,127.0,0.534,0.7040000000000001,0.452,20.0,36.0,1,1,0.6,16.0,110.2,1
378,47:01,6.0,13.0,0.462,3.0,5.0,0.6,2.0,2.0,1.0,0.0,10.0,10.0,7.0,2.0,0.0,2.0,5.0,17.0,-1.0,2009,108.0,0.417,0.833,0.471,22.0,52.0,102.0,0.476,0.773,0.278,17.0,38.0,1,0,0.679,16.4,94.2,0
379,41:17,6.0,15.0,0.4,2.0,6.0,0.3329999999999999,0.0,0.0,0.0,1.0,6.0,7.0,8.0,0.0,0.0,4.0,2.0,14.0,-3.0,2009,121.0,0.5429999999999999,0.667,0.1669999999999999,24.0,46.0,108.0,0.5,0.7240000000000001,0.294,20.0,38.0,1,0,0.313,14.8,105.8,0
380,46:15,9.0,17.0,0.529,5.0,9.0,0.556,4.0,4.0,1.0,1.0,7.0,8.0,4.0,3.0,0.0,2.0,4.0,27.0,-10.0,2009,109.0,0.47,0.8059999999999999,0.353,22.0,39.0,118.0,0.505,0.7,0.238,19.0,47.0,0,1,0.2,12.2,102.6,0
